type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,16/03/2024 08:17:14,28.04738000,-16.71850667,1.50,56,,0,,27,40,,
T,16/03/2024 08:17:17,28.04738000,-16.71850667,1.50,56,,0,,27,40,,
T,16/03/2024 08:17:20,28.04738000,-16.71850667,1.50,56,,0,,27,40,,
T,16/03/2024 08:17:23,28.04738000,-16.71850667,1.50,56,,0,,28,40,,
T,16/03/2024 08:17:26,28.04738000,-16.71850667,1.50,56,,0,,27,40,,
T,16/03/2024 08:17:29,28.04738000,-16.71850667,1.50,56,,0,,24,40,,
T,16/03/2024 08:17:32,28.04738000,-16.71850667,1.50,56,,0,,24,40,,
T,16/03/2024 08:17:35,28.04738000,-16.71850667,1.50,56,,0,,25,40,,
T,16/03/2024 08:17:38,28.04738000,-16.71850667,1.50,56,,0,,25,40,,
T,16/03/2024 08:17:41,28.04738000,-16.71850667,1.50,56,,0,,26,40,,
T,16/03/2024 08:17:44,28.04738000,-16.71850667,1.60,56,,0,,23,40,,
T,16/03/2024 08:17:47,28.04738000,-16.71850667,1.60,56,,0,,26,40,,
T,16/03/2024 08:17:50,28.04738000,-16.71850667,1.60,56,,0,,25,40,,
T,16/03/2024 08:17:53,28.04738000,-16.71850667,1.60,56,,0,,25,40,,
T,16/03/2024 08:17:56,28.04738000,-16.71850667,1.60,56,,0,,25,40,,
T,16/03/2024 08:17:59,28.04738000,-16.71850667,1.50,56,,0,,25,40,,
T,16/03/2024 08:18:02,28.04738000,-16.71850667,1.50,56,,0,,26,40,,
T,16/03/2024 08:18:05,28.04738000,-16.71850667,1.50,56,,0,,26,40,,
T,16/03/2024 08:18:08,28.04738000,-16.71850667,1.50,56,,0,,27,40,,
T,16/03/2024 08:18:11,28.04741667,-16.71860500,1.50,52,,0,,27,40,,
T,16/03/2024 08:18:14,28.04741333,-16.71860333,1.50,53,,0,,26,40,,
T,16/03/2024 08:18:17,28.04741333,-16.71860333,1.50,53,,0,,26,40,,
T,16/03/2024 08:18:20,28.04741333,-16.71860333,1.50,53,,0,,26,40,,
T,16/03/2024 08:18:23,28.04741833,-16.71860833,1.60,53,,0,338,26,40,,
T,16/03/2024 08:18:26,28.04741833,-16.71860333,1.60,53,,0,,27,40,,
T,16/03/2024 08:18:29,28.04741833,-16.71860333,1.60,53,,0,,26,40,,
T,16/03/2024 08:18:32,28.04741833,-16.71860333,1.60,53,,0,,26,40,,
T,16/03/2024 08:18:35,28.04741833,-16.71860333,1.60,53,,0,,26,40,,
T,16/03/2024 08:18:38,28.04741833,-16.71860333,1.60,53,,0,,26,40,,
T,16/03/2024 08:18:41,28.04741833,-16.71860333,1.60,53,,0,,25,40,,
T,16/03/2024 08:18:44,28.04741833,-16.71860333,1.50,53,,0,,25,40,,
T,16/03/2024 08:18:47,28.04741833,-16.71860333,1.40,53,,0,,23,40,,
T,16/03/2024 08:18:50,28.04741833,-16.71860333,1.40,53,,0,,24,40,,
T,16/03/2024 08:18:53,28.04741833,-16.71860333,1.50,53,,0,,26,40,,
T,16/03/2024 08:18:56,28.04741833,-16.71860333,1.50,53,,0,,26,40,,
T,16/03/2024 08:18:59,28.04741833,-16.71860333,1.40,53,,0,,26,40,,
T,16/03/2024 08:19:02,28.04741833,-16.71860333,1.40,53,,0,,26,40,,
T,16/03/2024 08:19:05,28.04741833,-16.71860333,1.40,53,,0,,26,40,,
T,16/03/2024 08:19:08,28.04741833,-16.71860333,1.50,53,,0,,26,40,,
T,16/03/2024 08:19:11,28.04741833,-16.71860333,1.50,53,,0,,26,40,,
T,16/03/2024 08:19:14,28.04741833,-16.71860333,1.50,53,,0,,26,40,,
T,16/03/2024 08:19:17,28.04741833,-16.71860333,1.50,53,,0,,26,40,,
T,16/03/2024 08:19:20,28.04741833,-16.71860333,1.60,53,,0,,26,40,,
T,16/03/2024 08:19:23,28.04741833,-16.71860333,1.60,53,,0,,26,40,,
T,16/03/2024 08:19:26,28.04742667,-16.71864500,1.60,56,,0,309,25,40,,
T,16/03/2024 08:19:29,28.04744167,-16.71867500,1.60,56,,0,302,24,40,,
T,16/03/2024 08:19:32,28.04746500,-16.71869167,1.70,55,,0,316,25,40,,
T,16/03/2024 08:19:35,28.04748500,-16.71871500,1.70,54,,0,303,25,40,,
T,16/03/2024 08:19:38,28.04750167,-16.71873500,1.70,53,,0,313,25,40,,
T,16/03/2024 08:19:41,28.04752333,-16.71875000,1.70,52,,0,323,25,40,,
T,16/03/2024 08:19:44,28.04753167,-16.71874667,1.70,52,,0,9,24,40,,
T,16/03/2024 08:19:47,28.04753667,-16.71873167,1.60,52,,0,47,26,40,,
T,16/03/2024 08:19:50,28.04754833,-16.71871167,1.70,51,,0,69,26,40,,
T,16/03/2024 08:19:53,28.04755667,-16.71867333,1.80,51,,0,83,27,40,,
T,16/03/2024 08:19:56,28.04756167,-16.71864500,1.80,50,,0,88,26,40,,
T,16/03/2024 08:19:59,28.04756500,-16.71863500,1.80,49,,0,92,26,40,,
T,16/03/2024 08:20:02,28.04757833,-16.71863000,1.90,48,,0,60,26,40,,
T,16/03/2024 08:20:05,28.04758000,-16.71864333,2.00,47,,0,,22,40,,
T,16/03/2024 08:20:08,28.04758000,-16.71865000,1.90,47,,0,,25,40,,
T,16/03/2024 08:20:11,28.04758000,-16.71865000,1.80,47,,0,,23,41,,
T,16/03/2024 08:20:14,28.04758500,-16.71868833,1.70,48,,0,324,23,41,,
T,16/03/2024 08:20:17,28.04759500,-16.71868500,1.80,48,,0,,23,41,,
T,16/03/2024 08:20:20,28.04759500,-16.71868500,1.90,48,,0,,24,41,,
T,16/03/2024 08:20:23,28.04759500,-16.71868500,1.90,48,,0,,25,41,,
T,16/03/2024 08:20:26,28.04759500,-16.71868500,1.80,48,,0,,25,41,,
T,16/03/2024 08:20:29,28.04759500,-16.71868500,1.90,48,,0,,26,41,,
T,16/03/2024 08:20:32,28.04757500,-16.71862333,2.00,50,,0,79,27,41,,
T,16/03/2024 08:20:35,28.04756667,-16.71862667,2.00,49,,0,,27,41,,
T,16/03/2024 08:20:38,28.04755333,-16.71860333,2.00,48,,0,158,27,41,,
T,16/03/2024 08:20:41,28.04753667,-16.71857500,2.10,48,,0,166,27,41,,
T,16/03/2024 08:20:44,28.04751833,-16.71856000,2.10,47,,0,136,27,41,,
T,16/03/2024 08:20:47,28.04750667,-16.71854833,1.90,46,,0,252,27,41,,
T,16/03/2024 08:20:50,28.04751167,-16.71853667,1.90,45,,0,,27,41,,
T,16/03/2024 08:20:53,28.04751167,-16.71853667,1.90,45,,0,,27,41,,
T,16/03/2024 08:20:56,28.04751167,-16.71853667,2.10,45,,0,,24,41,,
T,16/03/2024 08:20:59,28.04751167,-16.71853667,2.40,45,,0,,23,41,,
T,16/03/2024 08:21:02,28.04751167,-16.71853667,2.70,45,,0,,20,40,,
T,16/03/2024 08:21:05,28.04751167,-16.71853667,2.90,45,,0,,19,40,,
T,16/03/2024 08:21:08,28.04751833,-16.71852667,2.90,43,,0,,19,40,,
T,16/03/2024 08:21:11,28.04750667,-16.71851500,3.00,43,,0,,18,40,,
T,16/03/2024 08:21:14,28.04749000,-16.71848000,3.00,42,,0,,17,41,,
T,16/03/2024 08:21:17,28.04747833,-16.71842500,2.90,41,,0,,18,41,,
T,16/03/2024 08:21:20,28.04748667,-16.71839333,2.80,41,,0,,20,40,,
T,16/03/2024 08:21:23,28.04746000,-16.71839500,2.80,40,,0,,18,40,,
T,16/03/2024 08:21:26,28.04742333,-16.71837167,2.90,40,,0,,16,40,,
T,16/03/2024 08:21:29,28.04742667,-16.71836833,2.90,40,,0,,17,41,,
T,16/03/2024 08:21:32,28.04742833,-16.71836667,2.90,40,,0,,16,41,,
T,16/03/2024 08:21:35,28.04742833,-16.71836667,2.80,40,,0,,20,40,,
T,16/03/2024 08:21:38,28.04742833,-16.71836667,2.80,40,,0,,21,40,,
T,16/03/2024 08:21:41,28.04742833,-16.71836667,2.80,40,,0,,22,40,,
T,16/03/2024 08:21:44,28.04747667,-16.71834167,2.80,39,,0,,22,40,,
T,16/03/2024 08:21:47,28.04748167,-16.71833667,2.80,38,,0,,22,40,,
T,16/03/2024 08:21:50,28.04748833,-16.71829333,3.00,39,,0,,21,41,,
T,16/03/2024 08:21:53,28.04748000,-16.71825000,3.20,39,,0,,16,41,,
T,16/03/2024 08:21:56,28.04747000,-16.71821667,3.20,42,,0,,14,41,,
T,16/03/2024 08:21:59,28.04746333,-16.71822667,3.50,42,,0,,14,41,,
T,16/03/2024 08:22:02,28.04749667,-16.71823667,3.90,43,,0,,11,41,,
T,16/03/2024 08:22:05,28.04749667,-16.71826500,3.80,43,,0,,13,41,,
T,16/03/2024 08:22:08,28.04752667,-16.71831167,4.10,43,,0,,11,41,,
T,16/03/2024 08:22:11,28.04754667,-16.71828667,4.40,43,,0,,12,41,,
T,16/03/2024 08:22:14,28.04750500,-16.71824167,4.20,44,,0,,14,41,,
T,16/03/2024 08:22:17,28.04750500,-16.71822500,4.10,44,,0,,15,40,,
T,16/03/2024 08:22:20,28.04751333,-16.71823333,3.80,45,,0,,13,41,,
T,16/03/2024 08:22:23,28.04751167,-16.71823000,3.90,44,,0,,14,41,,
T,16/03/2024 08:22:26,28.04749833,-16.71823500,4.20,44,,0,,13,41,,
T,16/03/2024 08:22:29,28.04749167,-16.71821667,4.50,44,,0,,11,42,,
T,16/03/2024 08:22:32,28.04750333,-16.71819000,4.70,44,,0,,11,42,,
T,16/03/2024 08:22:35,28.04746167,-16.71817333,4.70,44,,0,,12,42,,
T,16/03/2024 08:22:38,28.04744833,-16.71819500,4.80,44,,0,,13,42,,
T,16/03/2024 08:22:41,28.04745500,-16.71817667,4.50,43,,0,,13,42,,
T,16/03/2024 08:22:44,28.04743167,-16.71813500,4.30,43,,0,,13,41,,
T,16/03/2024 08:22:47,28.04745000,-16.71813667,4.30,42,,0,,12,41,,
T,16/03/2024 08:22:50,28.04752667,-16.71812833,4.10,42,,0,,13,42,,
T,16/03/2024 08:22:53,28.04755667,-16.71813667,3.60,44,,0,,14,42,,
T,16/03/2024 08:22:56,28.04754500,-16.71816000,3.60,42,,0,,14,42,,
T,16/03/2024 08:22:59,28.04748667,-16.71817833,3.40,42,,0,,14,42,,
T,16/03/2024 08:23:02,28.04742000,-16.71816833,3.30,41,,0,,15,42,,
T,16/03/2024 08:23:05,28.04743167,-16.71815500,3.40,40,,0,,13,42,,
T,16/03/2024 08:23:08,28.04747667,-16.71813333,3.60,41,,0,,10,42,,
T,16/03/2024 08:23:11,28.04752500,-16.71814500,3.90,42,,0,,10,42,,
T,16/03/2024 08:23:14,28.04754500,-16.71812167,3.90,42,,0,,10,42,,
T,16/03/2024 08:23:17,28.04757000,-16.71808500,4.00,42,,0,,8,42,,
T,16/03/2024 08:23:20,28.04757500,-16.71806833,4.10,42,,0,,8,42,,
T,16/03/2024 08:23:23,28.04758333,-16.71806500,4.20,42,,0,,7,42,,
T,16/03/2024 08:23:26,28.04760000,-16.71808500,4.20,42,,0,,9,42,,
T,16/03/2024 08:23:29,28.04753833,-16.71815500,4.10,41,,0,,9,42,,
T,16/03/2024 08:23:32,28.04752167,-16.71816833,4.20,40,,0,,8,42,,
T,16/03/2024 08:23:35,28.04748500,-16.71818000,4.40,40,,0,,9,42,,
T,16/03/2024 08:23:38,28.04741667,-16.71818500,4.40,39,,0,,9,42,,
T,16/03/2024 08:23:41,28.04734667,-16.71819833,4.50,38,,0,,8,42,,
T,16/03/2024 08:23:44,28.04735500,-16.71824667,4.40,38,,0,,10,42,,
T,16/03/2024 08:23:47,28.04736167,-16.71825167,4.40,38,,0,,9,42,,
T,16/03/2024 08:23:50,28.04736500,-16.71828167,4.50,38,,0,,8,42,,
T,16/03/2024 08:23:53,28.04736500,-16.71828500,4.60,38,,0,,9,42,,
T,16/03/2024 08:23:56,28.04736000,-16.71826167,4.60,38,,0,,9,42,,
T,16/03/2024 08:23:59,28.04742167,-16.71820667,4.20,38,,0,,12,42,,
T,16/03/2024 08:24:02,28.04748167,-16.71818333,4.00,39,,0,,14,42,,
T,16/03/2024 08:24:05,28.04749500,-16.71816333,3.80,38,,0,,13,42,,
T,16/03/2024 08:24:08,28.04748167,-16.71816667,3.60,38,,0,,14,42,,
T,16/03/2024 08:24:11,28.04748000,-16.71816833,3.50,38,,0,,13,42,,
T,16/03/2024 08:24:14,28.04747833,-16.71819333,3.50,34,,0,,13,42,,
T,16/03/2024 08:24:17,28.04750000,-16.71817333,3.50,33,,0,,16,42,,
T,16/03/2024 08:24:20,28.04748833,-16.71816000,3.70,32,,0,,13,42,,
T,16/03/2024 08:24:23,28.04749833,-16.71815667,3.70,31,,0,,13,42,,
T,16/03/2024 08:24:26,28.04753167,-16.71815333,3.80,30,,0,,11,42,,
T,16/03/2024 08:24:29,28.04754167,-16.71813667,4.30,29,,0,,10,41,,
T,16/03/2024 08:24:32,28.04749833,-16.71812833,4.30,28,,0,,12,41,,
T,16/03/2024 08:24:35,28.04747500,-16.71816500,3.90,26,,0,,12,41,,
T,16/03/2024 08:24:38,28.04747667,-16.71819333,3.60,26,,0,,12,40,,
T,16/03/2024 08:24:41,28.04747500,-16.71823833,3.70,27,,0,,11,40,,
T,16/03/2024 08:24:44,28.04743333,-16.71824833,4.00,27,,0,,10,41,,
T,16/03/2024 08:24:47,28.04745167,-16.71826500,3.90,28,,0,,9,41,,
T,16/03/2024 08:24:50,28.04744333,-16.71826500,4.10,28,,0,,11,41,,
T,16/03/2024 08:24:53,28.04745333,-16.71828000,3.70,30,,0,,12,41,,
T,16/03/2024 08:24:56,28.04746500,-16.71827667,3.80,31,,0,,11,41,,
T,16/03/2024 08:24:59,28.04746833,-16.71826500,4.00,32,,0,,10,41,,
T,16/03/2024 08:25:02,28.04747833,-16.71827833,4.20,32,,0,,10,41,,
T,16/03/2024 08:25:05,28.04756000,-16.71825500,4.20,35,,0,,9,41,,
T,16/03/2024 08:25:08,28.04761167,-16.71815667,3.40,35,,0,,9,41,,
T,16/03/2024 08:25:11,28.04762167,-16.71815667,3.90,36,,0,,8,41,,
T,16/03/2024 08:25:14,28.04763833,-16.71820333,4.50,36,,0,,9,41,,
T,16/03/2024 08:25:17,28.04762667,-16.71823167,4.80,35,,0,,9,41,,
T,16/03/2024 08:25:20,28.04757000,-16.71822833,5.20,35,,0,,8,41,,
T,16/03/2024 08:25:23,28.04756167,-16.71821000,5.60,35,,0,,7,41,,
T,16/03/2024 08:25:26,28.04756833,-16.71819000,6.00,35,,0,,8,41,,
T,16/03/2024 08:25:29,28.04751333,-16.71818833,6.20,35,,0,,7,40,,
T,16/03/2024 08:25:32,28.04752833,-16.71820167,6.30,35,,0,,7,41,,
T,16/03/2024 08:25:35,28.04754500,-16.71821167,6.50,35,,0,,7,41,,
T,16/03/2024 08:25:38,28.04752000,-16.71821500,6.30,35,,0,,8,41,,
T,16/03/2024 08:25:41,28.04752000,-16.71820667,6.20,35,,0,,6,40,,
T,16/03/2024 08:25:44,28.04757333,-16.71819833,6.20,35,,0,,7,40,,
T,16/03/2024 08:25:47,28.04758667,-16.71821000,5.90,34,,0,,8,40,,
T,16/03/2024 08:25:50,28.04762833,-16.71817833,5.30,35,,0,,9,39,,
T,16/03/2024 08:25:53,28.04773333,-16.71813500,4.30,35,,0,,8,39,,
T,16/03/2024 08:25:56,28.04777667,-16.71816000,4.80,34,,0,,7,39,,
T,16/03/2024 08:25:59,28.04780833,-16.71820333,5.30,34,,0,,6,39,,
T,16/03/2024 08:26:02,28.04776833,-16.71819333,5.60,34,,0,,7,39,,
T,16/03/2024 08:26:05,28.04740833,-16.71821000,4.60,37,,0,,9,39,,
T,16/03/2024 08:26:08,28.04728833,-16.71823000,4.30,41,,0,,9,39,,
T,16/03/2024 08:26:11,28.04724167,-16.71818500,4.00,47,,0,,8,39,,
T,16/03/2024 08:26:14,28.04731667,-16.71811167,3.70,54,,0,,8,39,,
T,16/03/2024 08:26:17,28.04737833,-16.71809500,4.00,56,,0,,9,39,,
T,16/03/2024 08:26:20,28.04737333,-16.71809167,4.40,56,,0,,9,39,,
T,16/03/2024 08:26:23,28.04737833,-16.71808167,4.70,56,,0,,8,40,,
T,16/03/2024 08:26:26,28.04737000,-16.71810333,5.10,57,,0,,10,40,,
T,16/03/2024 08:26:29,28.04735833,-16.71812000,5.40,57,,0,,8,40,,
T,16/03/2024 08:26:32,28.04735167,-16.71814333,5.50,56,,0,,9,39,,
T,16/03/2024 08:26:35,28.04746833,-16.71814333,5.50,56,,0,,8,39,,
T,16/03/2024 08:26:38,28.04755333,-16.71815500,5.40,56,,0,,9,39,,
T,16/03/2024 08:26:41,28.04754500,-16.71813500,5.50,56,,0,,8,39,,
T,16/03/2024 08:26:44,28.04752500,-16.71815000,5.70,56,,0,,7,40,,
T,16/03/2024 08:26:47,28.04755000,-16.71815333,5.70,56,,0,,9,40,,
T,16/03/2024 08:26:50,28.04759500,-16.71816667,5.70,56,,0,,9,40,,
T,16/03/2024 08:26:53,28.04753333,-16.71818833,5.00,55,,0,,12,40,,
T,16/03/2024 08:26:56,28.04747833,-16.71822167,4.80,55,,0,,14,40,,
T,16/03/2024 08:26:59,28.04746333,-16.71823500,4.50,54,,0,,14,40,,
T,16/03/2024 08:27:02,28.04747833,-16.71823000,4.40,53,,0,,13,40,,
T,16/03/2024 08:27:05,28.04747000,-16.71822167,4.30,53,,0,,13,40,,
T,16/03/2024 08:27:08,28.04748667,-16.71818667,4.10,51,,0,,15,40,,
T,16/03/2024 08:27:11,28.04745500,-16.71816833,3.30,45,,0,,14,40,,
T,16/03/2024 08:27:14,28.04747833,-16.71815500,3.20,40,,0,,13,40,,
T,16/03/2024 08:27:17,28.04749500,-16.71816667,3.30,39,,0,,12,40,,
T,16/03/2024 08:27:20,28.04751167,-16.71819833,3.60,39,,0,,12,40,,
T,16/03/2024 08:27:23,28.04751333,-16.71821333,4.20,38,,0,,12,40,,
T,16/03/2024 08:27:26,28.04752167,-16.71830500,4.10,38,,0,,10,40,,
T,16/03/2024 08:27:29,28.04748333,-16.71830833,4.20,37,,0,,10,40,,
T,16/03/2024 08:27:32,28.04744333,-16.71826667,4.50,38,,0,,10,40,,
T,16/03/2024 08:27:35,28.04742500,-16.71827833,4.60,37,,0,,10,40,,
T,16/03/2024 08:27:38,28.04743333,-16.71827833,4.70,38,,0,,11,40,,
T,16/03/2024 08:27:41,28.04744667,-16.71828833,4.40,35,,0,,11,40,,
T,16/03/2024 08:27:44,28.04744667,-16.71833333,4.40,34,,0,,11,40,,
T,16/03/2024 08:27:47,28.04745333,-16.71831833,4.40,33,,0,,12,40,,
T,16/03/2024 08:27:50,28.04749667,-16.71829667,4.30,32,,0,,10,39,,
T,16/03/2024 08:27:53,28.04753000,-16.71828333,4.20,31,,0,,10,40,,
T,16/03/2024 08:27:56,28.04760500,-16.71828000,4.10,33,,0,,12,40,,
T,16/03/2024 08:27:59,28.04764000,-16.71826833,4.10,34,,0,,10,40,,
T,16/03/2024 08:28:02,28.04764500,-16.71827333,4.20,35,,0,,12,40,,
T,16/03/2024 08:28:05,28.04767500,-16.71826333,4.30,36,,0,,10,40,,
T,16/03/2024 08:28:08,28.04766167,-16.71823667,4.60,36,,0,,6,40,,
T,16/03/2024 08:28:11,28.04766500,-16.71825333,5.00,36,,0,,8,40,,
T,16/03/2024 08:28:14,28.04768833,-16.71824000,5.30,36,,0,,6,40,,
T,16/03/2024 08:28:17,28.04775000,-16.71826333,4.90,38,,0,,10,40,,
T,16/03/2024 08:28:20,28.04777000,-16.71823167,4.80,38,,0,,10,40,,
T,16/03/2024 08:28:23,28.04775833,-16.71821500,4.40,38,,0,,10,40,,
T,16/03/2024 08:28:26,28.04771500,-16.71822833,3.70,37,,0,,9,40,,
T,16/03/2024 08:28:29,28.04769833,-16.71821500,3.50,36,,0,,11,39,,
T,16/03/2024 08:28:32,28.04764667,-16.71816167,3.50,34,,0,,11,40,,
T,16/03/2024 08:28:35,28.04763667,-16.71816167,3.50,33,,0,,9,40,,
T,16/03/2024 08:28:38,28.04764333,-16.71813500,3.80,34,,0,,9,40,,
T,16/03/2024 08:28:41,28.04764333,-16.71813167,3.60,33,,0,,9,40,,
T,16/03/2024 08:28:44,28.04764000,-16.71818500,3.50,33,,0,,10,39,,
T,16/03/2024 08:28:47,28.04764667,-16.71821667,3.60,32,,0,,10,40,,
T,16/03/2024 08:28:50,28.04763500,-16.71823167,3.60,31,,0,,13,40,,
T,16/03/2024 08:28:53,28.04761667,-16.71823000,3.60,30,,0,,12,40,,
T,16/03/2024 08:28:56,28.04762667,-16.71821833,3.60,30,,0,,13,40,,
T,16/03/2024 08:28:59,28.04760500,-16.71820833,3.60,29,,0,,12,39,,
T,16/03/2024 08:29:02,28.04758167,-16.71820500,3.40,30,,0,,13,40,,
T,16/03/2024 08:29:05,28.04758500,-16.71824833,3.40,30,,0,,13,40,,
T,16/03/2024 08:29:08,28.04759167,-16.71824500,3.50,31,,0,,14,39,,
T,16/03/2024 08:29:11,28.04759833,-16.71824000,3.50,33,,0,,14,39,,
T,16/03/2024 08:29:14,28.04761667,-16.71828333,3.50,32,,0,,16,39,,
T,16/03/2024 08:29:17,28.04762167,-16.71830833,3.60,32,,0,,17,39,,
T,16/03/2024 08:29:20,28.04759167,-16.71828333,3.70,33,,0,,15,40,,
T,16/03/2024 08:29:23,28.04760833,-16.71827333,3.80,32,,0,,15,40,,
T,16/03/2024 08:29:26,28.04766000,-16.71826333,3.80,31,,0,,11,40,,
T,16/03/2024 08:29:29,28.04767167,-16.71825000,3.90,31,,0,,12,40,,
T,16/03/2024 08:29:32,28.04763333,-16.71823667,3.80,31,,0,,12,39,,
T,16/03/2024 08:29:35,28.04761000,-16.71821833,3.80,31,,0,,13,39,,
T,16/03/2024 08:29:38,28.04758833,-16.71822500,3.90,31,,0,,13,40,,
T,16/03/2024 08:29:41,28.04750000,-16.71819000,3.70,32,,0,,12,40,,
T,16/03/2024 08:29:44,28.04748833,-16.71816833,1.80,32,,0,,14,39,,
T,16/03/2024 08:29:47,28.04748167,-16.71815500,2.50,32,,0,,15,40,,
T,16/03/2024 08:29:50,28.04745500,-16.71812833,3.00,32,,0,,13,40,,
T,16/03/2024 08:29:53,28.04742167,-16.71809833,3.10,32,,0,,13,40,,
T,16/03/2024 08:29:56,28.04742500,-16.71808500,3.30,33,,0,,14,40,,
T,16/03/2024 08:29:59,28.04745167,-16.71808833,3.40,33,,0,,14,40,,
T,16/03/2024 08:30:02,28.04748500,-16.71809500,3.60,34,,0,,16,40,,
T,16/03/2024 08:30:05,28.04749833,-16.71810167,3.90,34,,0,,8,40,,
T,16/03/2024 08:30:08,28.04753167,-16.71809667,4.70,34,,0,,5,40,,
T,16/03/2024 08:30:11,28.04763167,-16.71816333,5.20,34,,0,,5,40,,
T,16/03/2024 08:30:14,28.04774333,-16.71819000,5.80,35,,0,,5,40,,
T,16/03/2024 08:30:17,28.04815500,-16.71841167,6.40,35,,0,,4,40,,
T,16/03/2024 08:30:20,28.04848667,-16.71861000,6.60,36,,8,334,7,40,,
T,16/03/2024 08:30:23,28.04835667,-16.71837667,6.70,36,,4,354,6,40,,
T,16/03/2024 08:30:26,28.04826000,-16.71818500,6.30,36,,2,357,8,40,,
T,16/03/2024 08:30:29,28.04819500,-16.71808167,5.90,37,,1,54,8,40,,
T,16/03/2024 08:30:32,28.04809500,-16.71795000,5.30,37,,1,80,7,39,,
T,16/03/2024 08:30:35,28.04808333,-16.71790667,5.50,38,,0,,6,39,,
T,16/03/2024 08:30:38,28.04810833,-16.71793000,5.80,38,,0,,5,39,,
T,16/03/2024 08:30:41,28.04803167,-16.71791167,5.80,39,,0,,7,40,,
T,16/03/2024 08:30:44,28.04802000,-16.71789500,6.10,39,,0,,9,40,,
T,16/03/2024 08:30:47,28.04802000,-16.71789500,6.10,39,,0,,9,40,,
T,16/03/2024 08:30:50,28.04790833,-16.71793000,6.10,40,,0,,9,39,,
T,16/03/2024 08:30:53,28.04778000,-16.71798833,5.90,40,,0,,8,40,,
T,16/03/2024 08:30:56,28.04778000,-16.71798833,5.70,40,,0,,12,40,,
T,16/03/2024 08:30:59,28.04757167,-16.71801167,4.40,41,,0,,16,40,,
T,16/03/2024 08:31:02,28.04755500,-16.71798167,4.10,41,,1,105,15,39,,
T,16/03/2024 08:31:05,28.04750833,-16.71790500,3.90,41,,2,114,15,39,,
T,16/03/2024 08:31:08,28.04747833,-16.71785000,3.90,41,,2,127,15,40,,
T,16/03/2024 08:31:11,28.04749667,-16.71774833,3.40,44,,1,95,16,40,,
T,16/03/2024 08:31:14,28.04753500,-16.71763000,3.00,47,,2,88,17,40,,
T,16/03/2024 08:31:17,28.04750667,-16.71755667,2.80,45,,2,112,17,39,,
T,16/03/2024 08:31:20,28.04747833,-16.71747500,2.80,46,,2,98,18,40,,
T,16/03/2024 08:31:23,28.04742333,-16.71738833,2.80,45,,3,119,16,40,,
T,16/03/2024 08:31:26,28.04739833,-16.71728667,2.90,45,,3,106,16,40,,
T,16/03/2024 08:31:29,28.04737333,-16.71718333,2.90,45,,3,101,17,40,,
T,16/03/2024 08:31:32,28.04733167,-16.71708500,2.90,45,,4,114,17,40,,
T,16/03/2024 08:31:35,28.04730667,-16.71697500,3.00,44,,4,116,17,40,,
T,16/03/2024 08:31:38,28.04727833,-16.71687333,3.00,44,,3,119,15,40,,
T,16/03/2024 08:31:41,28.04720500,-16.71676667,3.00,45,,4,122,15,40,,
T,16/03/2024 08:31:44,28.04714167,-16.71664000,3.00,50,,4,118,14,40,,
T,16/03/2024 08:31:47,28.04704500,-16.71655667,3.00,46,,4,136,14,40,,
T,16/03/2024 08:31:50,28.04698167,-16.71645167,3.10,46,,4,120,16,40,,
T,16/03/2024 08:31:53,28.04685500,-16.71636667,2.90,41,,4,138,12,40,,
T,16/03/2024 08:31:56,28.04677000,-16.71624333,3.00,44,,4,133,14,40,,
T,16/03/2024 08:31:59,28.04664667,-16.71616333,3.20,44,,5,148,12,40,,
T,16/03/2024 08:32:02,28.04653167,-16.71609167,3.10,43,,5,153,11,40,,
T,16/03/2024 08:32:05,28.04639667,-16.71600667,3.30,44,,5,146,10,39,,
T,16/03/2024 08:32:08,28.04622500,-16.71593833,3.20,45,,6,159,13,40,,
T,16/03/2024 08:32:11,28.04606500,-16.71585500,3.00,48,,6,164,14,40,,
T,16/03/2024 08:32:14,28.04589167,-16.71579833,3.00,52,,6,165,13,39,,
T,16/03/2024 08:32:17,28.04574500,-16.71578000,2.90,55,,6,172,14,39,,
T,16/03/2024 08:32:20,28.04558333,-16.71578333,2.80,54,,6,175,14,40,,
T,16/03/2024 08:32:23,28.04541500,-16.71581167,2.90,51,,5,184,13,40,,
T,16/03/2024 08:32:26,28.04526167,-16.71582333,2.70,53,,5,186,15,40,,
T,16/03/2024 08:32:29,28.04507667,-16.71586167,2.60,54,,6,195,15,40,,
T,16/03/2024 08:32:32,28.04490667,-16.71594000,2.90,54,,6,204,14,39,,
T,16/03/2024 08:32:35,28.04477500,-16.71601833,2.60,53,,6,211,16,39,,
T,16/03/2024 08:32:38,28.04462167,-16.71611167,2.40,54,,6,207,17,40,,
T,16/03/2024 08:32:41,28.04448000,-16.71619833,2.50,55,,6,215,18,40,,
T,16/03/2024 08:32:44,28.04432667,-16.71631833,2.70,55,,6,215,17,40,,
T,16/03/2024 08:32:47,28.04416167,-16.71642833,2.60,57,,7,219,15,40,,
T,16/03/2024 08:32:50,28.04397667,-16.71657500,2.50,58,,8,219,16,40,,
T,16/03/2024 08:32:53,28.04382167,-16.71673667,2.50,59,,8,225,18,40,,
T,16/03/2024 08:32:56,28.04367000,-16.71687833,2.40,57,,7,220,18,40,,
